dataset_name,num_salesmen,pop_size,num_gens,pcross,pm,time_measurement,best_fitness,best_f,best_total_cost,best_amplitude,best_x,f_evolution
eil51,5,50000,300,0.8,0,168.074,0.008192,122.063683,586.992026,15.551585,[[0; 1; 15; 49; 8; 29; 33; 20; 28; 19; 34; 35; 2; 0][0; 31; 10; 37; 48; 9; 38; 32; 44; 14; 4; 11; 45; 0][0; 7; 47; 22; 23; 42; 6; 25; 30; 27; 21; 0][0; 26; 5; 13; 24; 12; 39; 17; 50; 0][0; 40; 18; 41; 43; 36; 16; 3; 46; 0]],[165.138225; 137.976955; 137.976955; 137.976955; 135.621494; 135.621494; 135.621494; 135.621494; 135.621494; 131.158649; 131.158649; 131.158649; 131.158649; 131.158649; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.667190; 130.651581; 130.651581; 130.651581; 130.651581; 130.651581; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.904069; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.649967; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 126.611374; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 124.714612; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.878783; 123.093476; 123.093476; 123.093476; 123.093476; 123.093476; 123.093476; 123.093476; 123.093476; 123.093476; 123.093476; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.651793; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683; 122.063683]
eil51,5,50000,300,0.8,0,174.24,0.008302,120.454812,588.493218,8.927027,[[0; 31; 4; 36; 43; 14; 44; 32; 38; 9; 48; 37; 10; 0][0; 1; 15; 49; 8; 29; 33; 20; 28; 19; 34; 35; 2; 0][0; 40; 39; 18; 41; 16; 0][0; 26; 50; 45; 11; 46; 3; 17; 12; 24; 13; 47; 0][0; 21; 27; 30; 25; 6; 22; 42; 23; 5; 7; 0]],[168.467274; 142.455438; 135.199352; 135.199352; 134.397698; 134.397698; 134.397698; 134.397698; 134.397698; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 122.617212; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812; 120.454812]
eil51,5,50000,300,0.8,0,174.183,0.008319,120.204232,591.087664,4.388349,[[0; 50; 45; 11; 18; 39; 3; 17; 0][0; 31; 10; 37; 48; 9; 38; 32; 44; 14; 36; 16; 46; 0][0; 21; 27; 30; 25; 7; 47; 22; 23; 42; 6; 0][0; 26; 5; 13; 24; 12; 40; 41; 43; 4; 0][0; 1; 15; 49; 8; 29; 33; 20; 28; 19; 34; 35; 2; 0]],[169.495514; 135.356441; 135.356441; 135.356441; 134.235320; 132.605033; 132.605033; 132.605033; 132.605033; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 126.429623; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.809524; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.784345; 124.755069; 124.755069; 124.755069; 124.755069; 124.755069; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 123.611118; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 122.033793; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 121.345921; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232; 120.204232]
eil51,5,50000,300,0.8,0,174.092,0.008197,121.993114,596.58367,5.377776,[[0; 21; 30; 27; 2; 35; 34; 19; 28; 20; 49; 8; 1; 0][0; 7; 25; 6; 42; 22; 23; 24; 13; 5; 47; 0][0; 31; 10; 37; 4; 48; 9; 32; 38; 29; 33; 15; 0][0; 26; 50; 45; 11; 16; 36; 14; 44; 43; 41; 3; 46; 0][0; 18; 39; 40; 12; 17; 0]],[169.160444; 145.397669; 139.478875; 133.470303; 133.470303; 133.470303; 133.470303; 131.519925; 131.519925; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 130.282016; 129.370568; 129.370568; 129.370568; 129.370568; 129.370568; 129.370568; 129.370568; 129.370568; 129.370568; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 127.455311; 126.620841; 126.620841; 126.620841; 126.620841; 126.620841; 126.620841; 126.620841; 126.620841; 126.620841; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 124.196232; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 122.928515; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114; 121.993114]
eil51,5,50000,300,0.8,0,173.999,0.008196,122.005047,598.074725,4.58658,[[0; 45; 50; 46; 3; 17; 40; 18; 41; 36; 4; 0][0; 31; 10; 37; 48; 9; 38; 32; 44; 14; 43; 16; 11; 0][0; 1; 15; 49; 8; 29; 33; 20; 28; 19; 34; 35; 2; 0][0; 26; 5; 13; 24; 12; 39; 0][0; 21; 27; 30; 25; 7; 47; 22; 6; 42; 23; 0]],[170.257913; 144.223399; 136.811123; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 133.377213; 131.894424; 131.894424; 131.894424; 131.894424; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 129.926889; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 125.501534; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047; 122.005047]
eil51,5,50000,300,0.8,0,174.12,0.008436,118.539573,581.760886,5.721594,[[0; 31; 10; 37; 48; 9; 38; 32; 44; 14; 43; 36; 4; 0][0; 1; 15; 49; 8; 29; 33; 20; 28; 19; 34; 35; 2; 0][0; 21; 30; 27; 7; 25; 6; 42; 23; 22; 47; 0][0; 26; 5; 13; 24; 12; 40; 3; 17; 46; 11; 50; 0][0; 18; 39; 41; 16; 45; 0]],[174.401609; 140.634961; 138.183235; 136.643688; 136.643688; 136.643688; 134.671787; 134.671787; 134.671787; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.775479; 130.430408; 130.430408; 129.533217; 129.533217; 129.533217; 129.533217; 129.533217; 129.533217; 129.533217; 129.533217; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 127.365194; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 124.781941; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 123.102146; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573; 118.539573]
